"Employee ID";"First Name";"Last Name";"StartDate";"ExitDate";"Supervisor";"EmployeeType";"Termination";"Department";"State";"Job Role";"Gender";"Race";"Marital status";"Performance Score";"Current Employee Rating";"rownum";"attrition flag"
1706;"Lailah";"Hughes";"2020-12-02";"2023-02-25";"Christopher Fisher";"Contract";"Involuntary";"IT/IS";"MA";"Supervisor";"Female";"Hispanic";"Married";"Fully Meets";3;1;1
1707;"Quentin";"Calderon";"2021-09-24";"2023-07-20";"Charles Mcdonald";"Part-Time";"Voluntary";"IT/IS";"MA";"Clerk";"Male";"Asian";"Married";"Fully Meets";3;1;1
1708;"Molly";"Fischer";"2020-09-10";"2021-05-22";"Bonnie Smith";"Full-Time";"Involuntary";"IT/IS";"MA";"Associate";"Male";"Asian";"Widowed";"Fully Meets";3;1;1
1709;"Anaya";"Stanton";"2022-05-25";"2022-11-17";"Whitney Roberts";"Full-Time";"Involuntary";"IT/IS";"OR";"Manager";"Male";"Black";"Married";"Fully Meets";3;1;1
1710;"Jaden";"Houston";"2019-02-15";"2019-12-09";"Paige Eaton DDS";"Part-Time";"Resignation";"Admin Offices";"MA";"Technician";"Male";"Black";"Divorced";"Fully Meets";3;1;1
1711;"Lance";"Bailey";"2018-09-28";"2023-02-01";"Johnny Stevens";"Full-Time";"Voluntary";"IT/IS";"MA";"Laborer";"Male";"Other";"Widowed";"Fully Meets";3;1;1
1712;"Quintin";"Hicks";"2018-12-12";"";"Joanna Lewis";"Full-Time";"Unk";"IT/IS";"MA";"Engineer";"Female";"Black";"Single";"Fully Meets";3;1;0
1713;"Mauricio";"Meyers";"2021-12-01";"";"Isabella Cox";"Contract";"Unk";"IT/IS";"MA";"Flagger";"Female";"Asian";"Married";"Fully Meets";3;1;0
1714;"Tess";"Reilly";"2022-01-12";"";"Nicholas Gomez";"Full-Time";"Unk";"Sales";"MA";"Laborer";"Female";"White";"Married";"Fully Meets";3;1;0
1715;"Reece";"Callahan";"2020-10-27";"2022-09-28";"Monique Barnes";"Full-Time";"Involuntary";"IT/IS";"MA";"Foreman";"Female";"White";"Divorced";"Fully Meets";3;1;1
1716;"Tyrell";"Fuentes";"2020-11-02";"2022-06-21";"Steven Oliver";"Contract";"Involuntary";"IT/IS";"MA";"Flagger";"Female";"Asian";"Widowed";"Fully Meets";3;1;1
1717;"Benjamin";"Kaufman";"2021-04-24";"2023-02-28";"Vicki Delgado";"Part-Time";"Retirement";"IT/IS";"MA";"Model Assistant";"Male";"Asian";"Widowed";"Fully Meets";3;1;1
1718;"Ayla";"Mcgrath";"2020-06-29";"2023-08-03";"Daryl Swanson";"Full-Time";"Involuntary";"IT/IS";"MA";"Driller";"Male";"Other";"Divorced";"Fully Meets";3;1;1
1719;"Katelyn";"Stevens";"2021-07-15";"";"James Johnson";"Contract";"Unk";"IT/IS";"MA";"Laborer";"Male";"Hispanic";"Widowed";"Fully Meets";3;1;0
1720;"Jaiden";"Christian";"2023-06-20";"";"Juan Jackson";"Part-Time";"Unk";"IT/IS";"MA";"Laborer";"Male";"Other";"Single";"Fully Meets";3;1;0
1721;"Elliott";"Odonnell";"2019-09-22";"2022-11-10";"Wendy Daniels";"Full-Time";"Retirement";"IT/IS";"MA";"Assistant";"Male";"White";"Divorced";"Fully Meets";3;1;1
1722;"Ronnie";"Dillon";"2022-02-22";"";"John Smith";"Full-Time";"Unk";"IT/IS";"MA";"Groundman";"Female";"Hispanic";"Divorced";"Fully Meets";3;1;0
1723;"Gideon";"Saunders";"2020-07-01";"2022-06-26";"Nicole Taylor";"Full-Time";"Retirement";"Sales";"MA";"Coordinator";"Female";"Black";"Widowed";"Fully Meets";3;1;1
1724;"Valerie";"Davis";"2021-05-13";"2021-12-11";"Amanda Shaw MD";"Part-Time";"Retirement";"IT/IS";"MA";"Coordinator";"Female";"Other";"Divorced";"Fully Meets";3;1;1
1725;"Jamarcus";"Thomas";"2021-05-30";"";"Nancy Cruz";"Contract";"Unk";"IT/IS";"MA";"Technician";"Male";"Black";"Divorced";"Fully Meets";3;1;0
1726;"Alden";"Powers";"2019-07-04";"";"Elizabeth Walker";"Contract";"Unk";"IT/IS";"MA";"Clerk";"Male";"Asian";"Single";"Fully Meets";3;1;0
1727;"Haylie";"Arnold";"2019-05-31";"2022-05-31";"Leslie Tran";"Full-Time";"Involuntary";"IT/IS";"MA";"Foreman";"Male";"Hispanic";"Widowed";"Fully Meets";3;1;1
1728;"James";"Cockel";"2020-03-13";"";"Yesenia Woodard";"Full-Time";"Unk";"Production       ";"MA";"Foreman";"Male";"White";"Divorced";"Fully Meets";3;1;0
1729;"Donna";"Brill";"2020-01-06";"2020-12-24";"Michelle Henson";"Contract";"Voluntary";"Production       ";"MA";"Foreman";"Female";"Other";"Divorced";"Fully Meets";3;1;1
1730;"Kristen";"Squatrito";"2023-04-30";"";"Natasha Sullivan";"Full-Time";"Unk";"Production       ";"MA";"Technician";"Female";"White";"Divorced";"Fully Meets";3;1;0
1731;"Erasumus";"Monkfish";"2021-07-11";"2022-02-08";"Mark Smith";"Contract";"Retirement";"Production       ";"MA";"Engineer";"Male";"Black";"Divorced";"Fully Meets";3;1;1
1732;"May";"Roberson";"2021-07-02";"2021-12-13";"Samantha Hancock";"Contract";"Voluntary";"Production       ";"MA";"Engineer";"Female";"Hispanic";"Widowed";"Fully Meets";3;1;1
1733;"Shana";"Maurice";"2019-10-23";"2020-12-03";"Joshua Ward";"Full-Time";"Resignation";"Production       ";"MA";"Laborer";"Female";"Black";"Married";"Fully Meets";3;1;1
1734;"Raul";"Garcia";"2019-01-19";"";"Anthony Martinez";"Contract";"Unk";"Production       ";"MA";"Driver";"Male";"White";"Widowed";"Fully Meets";3;1;0
1735;"Rachael";"Baczenski";"2021-01-08";"2023-01-14";"Cody Scott";"Full-Time";"Resignation";"Production       ";"MA";"Mechanic";"Female";"White";"Divorced";"Fully Meets";3;1;1
1736;"Enrico";"Langton";"2019-01-29";"2022-07-08";"Jeffrey Thompson";"Contract";"Involuntary";"Production       ";"MA";"Technician";"Male";"Other";"Married";"Fully Meets";3;1;1
1737;"Colleen";"Zima";"2018-10-27";"";"Jacqueline Jones";"Contract";"Unk";"Production       ";"MA";"Engineer";"Female";"Hispanic";"Widowed";"Fully Meets";3;1;0
1738;"Phil";"Close";"2023-05-30";"2023-07-05";"Tami Fuentes";"Contract";"Involuntary";"Production       ";"MA";"Coordinator";"Male";"White";"Single";"Fully Meets";3;1;1
1739;"Hang T";"Wolk";"2019-07-15";"2023-05-01";"Michael Farmer";"Contract";"Involuntary";"Production       ";"MA";"Laborer";"Female";"Hispanic";"Married";"Fully Meets";3;1;1
1740;"Lei-Ming";"Nguyen";"2020-03-17";"2021-08-02";"Madeline Baker";"Contract";"Voluntary";"Production       ";"MA";"Laborer";"Female";"Other";"Married";"Fully Meets";3;1;1
1741;"Denisa S";"Dobrin";"2022-09-16";"";"Katherine Costa";"Contract";"Unk";"Production       ";"MA";"Drafter";"Female";"Asian";"Single";"Fully Meets";3;1;0
1742;"Maryellen";"Jackson";"2021-01-04";"";"Rebecca Bird";"Part-Time";"Unk";"Production       ";"MA";"Laborer";"Female";"Asian";"Divorced";"Fully Meets";3;1;0
1743;"David";"Gordon";"2018-11-30";"";"Sarah Mcdonald";"Full-Time";"Unk";"Production       ";"MA";"Supervisor";"Male";"Black";"Single";"Fully Meets";3;1;0
1744;"Mei";"Trang";"2022-07-24";"";"Teresa Murray";"Full-Time";"Unk";"Production       ";"MA";"Driller";"Female";"Hispanic";"Married";"Fully Meets";3;1;0
1745;"Lindsey";"Langford";"2022-02-05";"";"Erin Castro";"Contract";"Unk";"Production       ";"MA";"Foreman";"Female";"Other";"Widowed";"Fully Meets";3;1;0
1746;"Brad";"Pitt";"2020-04-23";"2022-01-07";"Joshua Gonzalez";"Full-Time";"Voluntary";"Production       ";"MA";"Vp";"Male";"Hispanic";"Widowed";"Fully Meets";3;1;1
1747;"Susan";"Good";"2023-06-23";"2023-07-10";"Mary Blackwell";"Full-Time";"Resignation";"Production       ";"MA";"Splicer";"Female";"White";"Divorced";"Fully Meets";3;1;1
1748;"Ashley";"Rose";"2022-01-13";"2022-07-05";"Benjamin Hamilton";"Part-Time";"Retirement";"Production       ";"MA";"Laborer";"Female";"White";"Widowed";"Fully Meets";3;1;1
1749;"Kaeden";"Gonzales";"2020-11-26";"";"Kimberly Wilcox";"Contract";"Unk";"Production       ";"MA";"Project Manager";"Female";"Hispanic";"Divorced";"Fully Meets";3;1;0
1750;"Alissa";"Frey";"2018-12-07";"";"Chase Swanson";"Full-Time";"Unk";"Production       ";"MA";"Tower Hand";"Female";"Other";"Widowed";"Fully Meets";3;1;0
1751;"Presley";"Steele";"2023-04-19";"";"Evan Durham";"Contract";"Unk";"Production       ";"MA";"Lineman";"Female";"Hispanic";"Widowed";"Fully Meets";3;1;0
1752;"Boston";"Avila";"2022-03-05";"2022-04-08";"Mario Johnson MD";"Part-Time";"Resignation";"Production       ";"MA";"Mechanic";"Male";"White";"Single";"Fully Meets";3;1;1
1753;"Rodolfo";"Michael";"2019-06-20";"2019-10-14";"Kimberly Williams";"Contract";"Resignation";"Production       ";"MA";"Assistant";"Male";"Black";"Divorced";"Fully Meets";3;1;1
1754;"Felix";"Fritz";"2022-09-13";"";"Alejandro Davies";"Part-Time";"Unk";"Production       ";"MA";"Manager";"Male";"Asian";"Single";"Fully Meets";3;1;0
1755;"Amira";"Mcmillan";"2019-01-02";"";"Duane Anderson";"Part-Time";"Unk";"Production       ";"MA";"Foreman";"Male";"Other";"Widowed";"Fully Meets";3;1;0
1756;"Annabelle";"Graham";"2022-06-06";"";"David Cooper";"Part-Time";"Unk";"Production       ";"MA";"Operator";"Male";"Black";"Widowed";"Fully Meets";3;1;0
1757;"Leia";"Mccann";"2020-01-09";"";"Rebecca Conway";"Full-Time";"Unk";"Production       ";"MA";"Director";"Female";"White";"Widowed";"Fully Meets";3;1;0
1758;"Henry";"Gray";"2019-01-03";"";"Melissa Chavez";"Part-Time";"Unk";"Production       ";"MA";"Administrator";"Male";"White";"Single";"Fully Meets";3;1;0
1759;"Jose";"Houston";"2021-01-23";"2022-10-23";"Patricia Newman";"Contract";"Retirement";"Production       ";"MA";"Coordinator";"Male";"White";"Married";"Fully Meets";3;1;1
1760;"Janessa";"Mcconnell";"2020-02-08";"2020-05-04";"Sally Meadows";"Part-Time";"Voluntary";"Production       ";"MA";"Foreman";"Male";"Hispanic";"Single";"Fully Meets";3;1;1
1761;"Samson";"Ellis";"2021-10-29";"2022-08-02";"Sara Golden";"Contract";"Voluntary";"Production       ";"MA";"Technician";"Female";"Other";"Married";"Fully Meets";3;1;1
1762;"Lauren";"Kent";"2023-07-04";"2023-07-12";"Roger Reed";"Contract";"Voluntary";"Production       ";"MA";"Foreman";"Female";"White";"Divorced";"Fully Meets";3;1;1
1763;"Mckenzie";"Mack";"2023-04-06";"";"Debra Boyer";"Part-Time";"Unk";"Production       ";"MA";"Model Assistant";"Female";"Asian";"Widowed";"Fully Meets";3;1;0
1764;"Donavan";"Chavez";"2023-01-17";"";"Robert Rios";"Full-Time";"Unk";"Production       ";"MA";"Engineer";"Female";"Black";"Married";"Fully Meets";3;1;0
1765;"Haiden";"Coffey";"2019-10-17";"";"Kyle Bell";"Contract";"Unk";"Production       ";"MA";"Field Project Manager";"Female";"Asian";"Divorced";"Fully Meets";3;1;0
1766;"Kasey";"Alexander";"2019-06-22";"2021-05-01";"Michelle Herrera";"Contract";"Resignation";"Production       ";"MA";"Laborer";"Female";"Asian";"Married";"Fully Meets";3;1;1
1767;"Kenneth";"Peters";"2023-02-10";"2023-05-01";"Renee Beasley";"Contract";"Retirement";"Production       ";"MA";"Supervisor";"Female";"White";"Divorced";"Fully Meets";3;1;1
1768;"Lucia";"Hudson";"2022-10-13";"2023-05-02";"Scott Graves";"Contract";"Voluntary";"Production       ";"MA";"Lineman";"Female";"Black";"Married";"Fully Meets";3;1;1
1769;"Rashad";"Randall";"2023-03-07";"2023-04-27";"Bryan Harvey";"Contract";"Resignation";"Production       ";"MA";"Technician";"Male";"Hispanic";"Widowed";"Fully Meets";3;1;1
1770;"Hayley";"York";"2018-09-12";"";"John Ramirez";"Part-Time";"Unk";"Production       ";"MA";"Director";"Male";"Hispanic";"Single";"Fully Meets";3;1;0
1771;"Salma";"Shepard";"2020-06-27";"";"David Reid";"Part-Time";"Unk";"Production       ";"MA";"Mechanic";"Male";"Hispanic";"Widowed";"Fully Meets";3;1;0
1772;"Hallie";"Thornton";"2018-12-28";"2022-01-28";"Jamie Holloway";"Contract";"Resignation";"Production       ";"MA";"Laborer";"Male";"Asian";"Widowed";"Fully Meets";3;1;1
1773;"Tiana";"Bishop";"2021-01-20";"2023-03-08";"Mitchell Woods";"Part-Time";"Retirement";"Production       ";"MA";"Administrative";"Male";"Black";"Married";"Fully Meets";3;1;1
1774;"Regina";"Garcia";"2019-09-14";"2023-02-06";"Aaron Cochran";"Full-Time";"Involuntary";"Production       ";"MA";"Technician";"Female";"Asian";"Widowed";"Fully Meets";3;1;1
1775;"Julie";"Cochran";"2018-10-06";"2019-12-12";"Scott Smith";"Contract";"Involuntary";"Production       ";"MA";"Engineer";"Male";"Black";"Single";"Fully Meets";3;1;1
1776;"Yamilet";"Pierce";"2021-08-03";"2022-11-01";"Lucas Rodriguez";"Full-Time";"Retirement";"Production       ";"MA";"Engineer";"Male";"Asian";"Divorced";"Fully Meets";3;1;1
1777;"Amare";"Hartman";"2019-07-05";"2021-05-26";"Brian Rogers";"Full-Time";"Involuntary";"Production       ";"MA";"Splicer";"Female";"Hispanic";"Single";"Fully Meets";3;1;1
1778;"Cannon";"Lee";"2019-04-25";"";"Brandon Mcdonald";"Full-Time";"Unk";"Production       ";"MA";"Foreman";"Female";"Other";"Widowed";"Fully Meets";3;1;0
1779;"Yael";"Hodge";"2023-07-15";"";"Christina Cohen";"Full-Time";"Unk";"Production       ";"MA";"Director";"Female";"Other";"Married";"Fully Meets";3;1;0
1780;"Colton";"Booker";"2022-12-10";"2023-02-11";"Jason Taylor";"Contract";"Retirement";"Production       ";"MA";"Engineer";"Female";"Hispanic";"Widowed";"Fully Meets";3;1;1
1781;"Abril";"Cunningham";"2019-05-02";"";"Angela Maxwell";"Contract";"Unk";"Production       ";"MA";"Supervisor";"Female";"White";"Divorced";"Fully Meets";3;1;0
1782;"Braxton";"House";"2019-01-13";"2023-07-02";"Kenneth Dean";"Contract";"Retirement";"Production       ";"MA";"Groundman";"Female";"Other";"Married";"Fully Meets";3;1;1
1783;"Destiney";"Pearson";"2021-06-09";"";"Julie Smith";"Part-Time";"Unk";"Production       ";"MA";"Laborer";"Female";"White";"Widowed";"Fully Meets";3;1;0
1784;"Trystan";"Ramos";"2023-08-02";"2023-08-02";"Mr. John Thomas";"Part-Time";"Retirement";"Production       ";"MA";"Technician";"Female";"Other";"Divorced";"Fully Meets";3;1;1
1785;"Miley";"Gutierrez";"2023-06-17";"";"Michael Mcgee PhD";"Full-Time";"Unk";"Production       ";"MA";"Director";"Female";"White";"Widowed";"Fully Meets";3;1;0
1786;"Tara";"Hoover";"2022-03-31";"2022-06-14";"Daniel Banks";"Full-Time";"Resignation";"Production       ";"MA";"Laborer";"Male";"Hispanic";"Widowed";"Fully Meets";3;1;1
1787;"Layla";"Gutierrez";"2019-04-06";"2020-08-15";"Edward Peterson";"Contract";"Voluntary";"Production       ";"MA";"Engineer";"Male";"Hispanic";"Divorced";"Fully Meets";3;1;1
1788;"Jakayla";"Hall";"2020-07-11";"";"Reginald Hernandez";"Contract";"Unk";"Production       ";"MA";"Engineer";"Male";"Other";"Divorced";"Fully Meets";3;1;0
1789;"Jayson";"Ferguson";"2023-04-22";"";"Danielle Smith";"Contract";"Unk";"Production       ";"MA";"Engineer";"Male";"Other";"Widowed";"Fully Meets";3;1;0
1790;"Nick";"Daniels";"2022-12-02";"2023-04-08";"Sara Smith";"Part-Time";"Resignation";"Production       ";"MA";"Lineman";"Female";"Asian";"Divorced";"Fully Meets";3;1;1
1791;"Marvin";"Abbott";"2021-03-06";"2023-04-26";"Becky Cardenas";"Contract";"Resignation";"Production       ";"MA";"Clerk";"Female";"Hispanic";"Divorced";"Fully Meets";3;1;1
1792;"Sawyer";"Oliver";"2019-05-21";"";"Brittany Olson";"Full-Time";"Unk";"Production       ";"MA";"Planner";"Male";"Black";"Divorced";"Fully Meets";3;1;0
1793;"Linda";"Barajas";"2018-10-23";"2022-12-02";"Victor Blair";"Full-Time";"Resignation";"Production       ";"MA";"Director";"Female";"Hispanic";"Single";"Fully Meets";3;1;1
1794;"Chance";"Blackwell";"2021-05-26";"";"James Ashley";"Contract";"Unk";"Production       ";"MA";"Administrator";"Female";"White";"Widowed";"Fully Meets";3;1;0
1795;"Antonio";"Mccoy";"2019-12-01";"2020-06-08";"Shawn Howard";"Full-Time";"Involuntary";"Production       ";"MA";"Manager";"Female";"Asian";"Widowed";"Fully Meets";3;1;1
1796;"Emmett";"Mercado";"2021-06-07";"2022-12-13";"Pamela Cruz";"Contract";"Involuntary";"Production       ";"MA";"Driver";"Female";"Hispanic";"Divorced";"Fully Meets";3;1;1
1797;"Clara";"Wheeler";"2020-10-13";"2022-11-09";"Jennifer Harrington";"Full-Time";"Voluntary";"Production       ";"MA";"Laborer";"Female";"Hispanic";"Widowed";"Fully Meets";3;1;1
1798;"Kieran";"Morse";"2022-10-30";"";"Kathryn Avila";"Part-Time";"Unk";"Production       ";"MA";"Splicer";"Female";"Black";"Widowed";"Fully Meets";3;1;0
1799;"Aliyah";"Schmitt";"2022-09-04";"2023-05-30";"Alexandra Clark";"Part-Time";"Involuntary";"Production       ";"MA";"Technician";"Male";"Black";"Married";"Fully Meets";3;1;1
1800;"Kyan";"Morrison";"2019-10-18";"2021-04-19";"Bethany Wilkerson";"Part-Time";"Resignation";"Production       ";"MA";"Lineman";"Female";"Black";"Divorced";"Fully Meets";3;1;1
1801;"Rayan";"Stephenson";"2021-07-25";"2023-01-23";"Brian Archer";"Full-Time";"Involuntary";"Production       ";"MA";"Technician";"Female";"Hispanic";"Married";"Fully Meets";3;1;1
1802;"Gael";"Jacobs";"2020-03-31";"";"Kathleen Moon";"Part-Time";"Unk";"Production       ";"MA";"Driller";"Female";"Other";"Divorced";"Fully Meets";3;1;0
1803;"Stephany";"Neal";"2019-11-11";"2023-08-02";"William Cooper";"Full-Time";"Resignation";"Production       ";"MA";"Billing";"Female";"Other";"Divorced";"Fully Meets";3;1;1
1804;"Trevon";"Deleon";"2021-12-05";"2022-03-02";"Rebecca Pearson";"Part-Time";"Voluntary";"Production       ";"MA";"Laborer";"Male";"Hispanic";"Widowed";"Fully Meets";3;1;1
1805;"Phoenix";"Pitts";"2018-12-17";"2022-09-03";"Patricia Perry";"Contract";"Voluntary";"Production       ";"MA";"Laborer";"Male";"Black";"Divorced";"Fully Meets";3;1;1
1806;"Nola";"Gillespie";"2022-03-06";"";"Angela Reese";"Part-Time";"Unk";"Production       ";"MA";"Laborer";"Male";"Asian";"Single";"Fully Meets";3;1;0
1807;"Jeramiah";"Schwartz";"2019-09-04";"";"Christina Hayden";"Contract";"Unk";"Production       ";"MA";"Lineman";"Female";"White";"Widowed";"Fully Meets";3;1;0
1808;"Aaden";"Mercer";"2023-07-26";"";"Victoria Jacobs";"Part-Time";"Unk";"Production       ";"MA";"Coordinator";"Female";"Black";"Married";"Fully Meets";3;1;0
1809;"Nathalia";"Good";"2022-12-19";"2023-05-19";"John Jordan";"Contract";"Involuntary";"Production       ";"MA";"Supervisor";"Female";"Other";"Divorced";"Fully Meets";3;1;1
1810;"Zaria";"Benton";"2021-08-17";"";"Stephen Richardson";"Full-Time";"Unk";"Production       ";"MA";"Engineer";"Male";"Black";"Divorced";"Fully Meets";3;1;0
1811;"Miley";"Ortega";"2022-06-11";"";"Catherine Baker";"Contract";"Unk";"Production       ";"MA";"Project Manager";"Female";"Black";"Divorced";"Fully Meets";3;1;0
1812;"Julia";"Farmer";"2021-10-01";"2023-06-18";"William Hall III";"Contract";"Involuntary";"Production       ";"MA";"Manager";"Female";"Black";"Widowed";"Fully Meets";3;1;1
1813;"Valentin";"Lam";"2020-08-04";"";"James Meyer";"Contract";"Unk";"Production       ";"MA";"Lineman";"Female";"Other";"Divorced";"Fully Meets";3;1;0
1814;"Darnell";"Ritter";"2022-02-11";"";"Daniel Thomas";"Full-Time";"Unk";"Production       ";"MA";"Laborer";"Female";"Black";"Widowed";"Fully Meets";3;1;0
1815;"Kierra";"Lozano";"2020-06-22";"";"Christopher Davis";"Contract";"Unk";"Production       ";"MA";"Manager";"Female";"Asian";"Married";"Fully Meets";3;1;0
1816;"Jamari";"Dunn";"2020-08-28";"";"Ronald Castro";"Contract";"Unk";"Production       ";"MA";"Supervisor";"Female";"Other";"Single";"Fully Meets";3;1;0
1817;"Zoey";"Page";"2019-05-06";"2022-04-09";"William Newman";"Contract";"Resignation";"Production       ";"MA";"Lineman";"Female";"Other";"Divorced";"Fully Meets";3;1;1
1818;"Kendra";"Velez";"2021-07-08";"";"Kenneth Miller";"Contract";"Unk";"Production       ";"MA";"Laborer";"Male";"Hispanic";"Widowed";"Fully Meets";3;1;0
1819;"Alison";"Fuller";"2022-07-02";"";"Deborah Blackwell";"Full-Time";"Unk";"Production       ";"MA";"Technician";"Female";"Black";"Single";"Fully Meets";3;1;0
1820;"Toby";"Cooley";"2023-05-04";"";"Kenneth Elliott";"Full-Time";"Unk";"Production       ";"MA";"Shop";"Female";"Black";"Divorced";"Fully Meets";3;1;0
1821;"Emilie";"Hood";"2022-12-19";"";"Tricia Davies";"Full-Time";"Unk";"Production       ";"MA";"Accountant";"Female";"Hispanic";"Widowed";"Fully Meets";3;1;0
1822;"Cortez";"Pena";"2022-03-26";"";"Lisa Hernandez";"Contract";"Unk";"Production       ";"MA";"Groundman";"Female";"Black";"Widowed";"Fully Meets";3;1;0
1823;"Abbigail";"Blanchard";"2021-05-09";"2022-11-12";"Karen Pugh";"Contract";"Voluntary";"Production       ";"MA";"Assistant";"Male";"Black";"Widowed";"Fully Meets";3;1;1
1824;"Abby";"Curtis";"2020-01-09";"2022-03-10";"Lori Mason";"Contract";"Voluntary";"Production       ";"MA";"Vp";"Male";"Other";"Married";"Fully Meets";3;1;1
1825;"Giana";"Moore";"2021-05-16";"2023-05-14";"Stephen Neal";"Contract";"Voluntary";"Production       ";"MA";"Laborer";"Male";"White";"Married";"Fully Meets";3;1;1
1826;"Giada";"Santos";"2021-01-31";"2022-06-03";"Robert Sanchez";"Part-Time";"Resignation";"Production       ";"MA";"Foreman";"Female";"Other";"Widowed";"Exceeds";3;1;1
1827;"Jessie";"Church";"2021-09-19";"2022-09-14";"Glenda Williams";"Contract";"Involuntary";"Production       ";"MA";"Operator";"Female";"Other";"Widowed";"Needs Improvement";3;1;1
1828;"Kaylah";"Ramos";"2020-03-01";"2022-03-26";"Patrick Hall";"Part-Time";"Resignation";"Production       ";"MA";"Foreman";"Male";"Black";"Divorced";"Exceeds";3;1;1
1829;"Camille";"Fritz";"2020-02-29";"";"Joel Flynn";"Part-Time";"Unk";"Production       ";"MA";"Project Manager";"Male";"White";"Married";"Exceeds";3;1;0
1830;"Deangelo";"Murillo";"2018-12-08";"";"Patrick Carpenter";"Full-Time";"Unk";"Production       ";"MA";"Administrative";"Female";"Black";"Married";"Needs Improvement";3;1;0
1831;"Emerson";"Gallagher";"2022-06-26";"2023-06-15";"Daniel Mathis";"Part-Time";"Retirement";"Production       ";"MA";"Technician";"Female";"Asian";"Widowed";"Needs Improvement";3;1;1
1832;"April";"Bentley";"2019-11-03";"";"Bradley Randall";"Contract";"Unk";"Production       ";"MA";"Engineer";"Female";"White";"Married";"Needs Improvement";3;1;0
1833;"Ainsley";"Booth";"2023-01-01";"";"Anita Chapman";"Part-Time";"Unk";"Production       ";"MA";"Technician";"Female";"White";"Married";"Needs Improvement";3;1;0
1834;"Dereon";"Huffman";"2020-07-31";"2021-04-05";"Joseph Diaz";"Contract";"Resignation";"Production       ";"MA";"Coordinator";"Female";"White";"Divorced";"Needs Improvement";3;1;1
1835;"Colin";"Cherry";"2021-09-10";"2022-07-19";"Danielle Reyes";"Part-Time";"Resignation";"Production       ";"MA";"Laborer";"Female";"Asian";"Single";"Needs Improvement";3;1;1
1836;"Karla";"Hines";"2019-06-19";"";"Daniel Hardy";"Part-Time";"Unk";"Production       ";"MA";"Laborer";"Male";"Hispanic";"Divorced";"Needs Improvement";3;1;0
1837;"Colton";"Decker";"2021-08-16";"";"Michael Graves";"Part-Time";"Unk";"Production       ";"MA";"Technician";"Female";"Asian";"Divorced";"Needs Improvement";3;1;0
1838;"Jayleen";"Tran";"2019-07-08";"";"Elizabeth Kaufman";"Part-Time";"Unk";"Production       ";"MA";"Laborer";"Female";"White";"Widowed";"Exceeds";3;1;0
1839;"Aydin";"Perry";"2021-08-17";"2022-08-31";"Joshua Glenn";"Full-Time";"Voluntary";"Production       ";"MA";"Assistant";"Female";"Other";"Single";"Exceeds";3;1;1
1840;"Jenna";"Casey";"2021-01-08";"";"Misty Brown";"Full-Time";"Unk";"Production       ";"MA";"Drafter";"Female";"Hispanic";"Single";"Exceeds";3;1;0
1841;"Remington";"Bullock";"2018-08-14";"";"Brian Paul";"Contract";"Unk";"Production       ";"MA";"Operator";"Female";"Hispanic";"Widowed";"Exceeds";3;1;0
1842;"Delaney";"Stewart";"2021-07-30";"";"Ricardo Harris";"Part-Time";"Unk";"Production       ";"MA";"Coordinator";"Male";"Asian";"Divorced";"Exceeds";3;1;0
1843;"Saige";"Jones";"2023-04-08";"";"Samantha French";"Full-Time";"Unk";"Production       ";"MA";"Engineer";"Male";"Hispanic";"Married";"Needs Improvement";3;1;0
1844;"Camryn";"Fritz";"2019-09-11";"";"Nicole Vasquez";"Part-Time";"Unk";"Production       ";"MA";"Model Assistant";"Female";"Other";"Single";"Exceeds";3;1;0
1845;"Amanda";"Lambert";"2020-03-05";"2021-08-22";"Matthew Ramirez";"Part-Time";"Voluntary";"Production       ";"MA";"Laborer";"Female";"Black";"Single";"Needs Improvement";3;1;1
1846;"Winston";"Callahan";"2019-12-02";"";"Sarah Delacruz";"Full-Time";"Unk";"Production       ";"MA";"Foreman";"Male";"Black";"Single";"Needs Improvement";3;1;0
1847;"Maverick";"Lang";"2022-12-03";"2022-12-24";"Lee Lucas";"Full-Time";"Resignation";"Production       ";"MA";"Project Manager";"Male";"Other";"Divorced";"Needs Improvement";3;1;1
1848;"Harold";"Reid";"2021-12-23";"";"Lisa Reed";"Contract";"Unk";"Production       ";"MA";"Engineer";"Male";"Black";"Divorced";"PIP";3;1;0
1849;"Cindy";"York";"2022-01-28";"";"Mary Conley";"Part-Time";"Unk";"Production       ";"MA";"Project Manager";"Female";"Hispanic";"Divorced";"PIP";3;1;0
1850;"Breanna";"Cardenas";"2019-12-15";"2021-06-25";"Ashley Orozco";"Contract";"Voluntary";"Production       ";"MA";"Lineman";"Female";"White";"Married";"PIP";3;1;1
1851;"Tripp";"Blake";"2021-11-11";"2022-08-01";"Angelica Vazquez";"Full-Time";"Retirement";"Production       ";"MA";"Laborer";"Female";"Hispanic";"Single";"PIP";3;1;1
1852;"Elaine";"Moon";"2019-02-15";"2023-07-28";"Christopher Ponce";"Full-Time";"Voluntary";"Production       ";"MA";"Technician";"Female";"Black";"Single";"PIP";3;1;1
1853;"Jaime";"Morrow";"2022-03-31";"";"Tara Fields";"Contract";"Unk";"Production       ";"MA";"Lineman";"Female";"Other";"Divorced";"PIP";3;1;0
1854;"Leslie";"Potts";"2020-10-25";"2022-04-18";"Joshua Evans";"Contract";"Involuntary";"Production       ";"MA";"Mechanic";"Female";"Asian";"Married";"PIP";3;1;1
